H65_speed_meters_per_second
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.231703147
2.281449461
2.332775153
2.385929285
2.440858845
2.497393651
2.555460242
2.615039542
2.652139102
2.632908595
2.613220754
2.593152814
2.572797611
2.552230127
2.531523681
2.510717489
2.489844284
2.468960704
2.453333333
2.453333333
2.453333333
2.453333333
2.453333333
2.453333333
2.453333333
2.453333333
2.453333333
2.453333333
2.474871694
2.500859386
2.526873911
2.552946953
2.579107667
2.605381402
2.631789961
2.658352084
2.685083813
2.712201825
2.74561226
2.779264629
2.81317373
2.847357579
2.881836747
2.916651078
2.951844279
2.987435145
3.023435913
3.059856682
3.066666667
3.066666667
3.066666667
3.066666667
3.066666667
3.066666667
3.066666667
3.066666667
3.066666667
3.066666667
3.051212563
3.035138674
3.019093247
3.003087218
2.987129445
2.97122686
2.955384839
2.939607539
2.923898161
2.932158945
2.967671316
3.00317902
3.038733573
3.074385946
3.110180746
3.146156299
3.182345375
3.218775952
3.255472158
3.279736479
3.294803346
3.309988638
3.325285057
3.340685765
3.35618499
3.371777952
3.387460715
3.403230041
3.419083276
3.439485268
3.464067049
3.488775994
3.513618241
3.538599622
3.56372531
3.588999882
3.61442741
3.640011542
3.665755569
3.68448169
3.694500399
3.704579355
3.714713839
3.724899524
3.735132713
3.745410285
3.755729622
3.766088532
3.776485178
3.782222222
3.782222222
3.782222222
3.782222222
3.782222222
3.782222222
3.782222222
3.782222222
3.782222222
3.782222222
3.792070233
3.807705926
3.823357266
3.839030995
3.854733142
3.870468849
3.88624249
3.902057793
3.917917935
3.933825637
3.937777778
3.937777778
3.937777778
3.937777778
3.937777778
3.937777778
3.937777778
3.937777778
3.937777778
3.937777778
3.947155222
3.957482342
3.967818524
3.978166248
3.988527681
3.998904665
4.00929876
4.01971129
4.030143386
4.04027975
4.045195908
4.050122032
4.055057566
4.060001927
4.064954615
4.069915207
4.074883347
4.079858735
4.084841119
4.088888889
4.088888889
4.088888889
4.088888889
4.088888889
4.088888889
4.088888889
4.088888889
4.088888889
4.088888889
4.092783253
4.103100722
4.113422318
4.123750969
4.134089359
4.144439778
4.15480417
4.165184183
4.175581213
4.185996453
4.19896205
4.214391109
4.229852985
4.245350989
4.260888048
4.276466674
4.292089022
4.307756943
4.323472036
4.339235685
4.352013681
4.362132983
4.372283721
4.382464675
4.392674761
4.402913072
4.413178856
4.423471486
4.433790447
4.444135311
4.454378136
4.464537664
4.474721595
4.48492968
4.495161713
4.505417534
4.515697018
4.526000068
4.53632661
4.54667659
4.551111111
