UDDS_speed_meters_per_second
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.078373029
0.177060446
0.293089269
0.423486517
0.565279209
0.715494365
0.871159003
1.029300142
1.186944801
1.34112
1.489452297
1.631966413
1.769286606
1.902037138
2.030842269
2.156326258
2.279113366
2.399827852
2.519093977
2.637536
2.755708758
2.873889392
2.992285619
3.111105154
3.230555715
3.35084502
3.472180783
3.594770723
3.718822557
3.844544
3.972044445
4.101039986
4.231148392
4.36198743
4.49317487
4.62432848
4.755066029
4.885005287
5.013764021
5.14096
5.266360788
5.390333126
5.513393551
5.636058599
5.758844806
5.882268709
6.006846843
6.133095746
6.261531952
6.392672
6.526620979
6.661838197
6.796371516
6.928268798
7.055577906
7.176346701
7.288623046
7.390454803
7.479889834
7.554976
7.614407777
7.659466087
7.692078465
7.714172448
7.72767557
7.734515366
7.736619372
7.735915122
7.734330153
7.733792
7.736109578
7.742617328
7.754531071
7.773066626
7.799439816
7.83486646
7.88056238
7.937743396
8.007625329
8.091424
8.189646646
8.299966168
8.419346884
8.544753112
8.673149168
8.801499371
8.926768038
9.045919487
9.155918035
9.253728
9.337120862
9.407096751
9.46546296
9.514026783
9.554595511
9.588976439
9.618976859
9.646404064
9.673065346
9.700768
9.730900339
9.763174765
9.7968847
9.831323566
9.865784787
9.899561785
9.931947983
9.962236803
9.989721667
10.013696
10.03360671
10.04951465
10.06163418
10.07017963
10.07536534
10.07740567
10.07651495
10.07290754
10.06679778
10.0584
10.04791241
10.03546857
10.02118592
10.00518187
9.987573849
9.968479282
9.94801559
9.926300197
9.903450526
9.879584
9.854818578
9.82927436
9.803071978
9.776332067
9.749175261
9.721722195
9.694093501
9.666409815
9.63879177
9.61136
9.584204449
9.557292295
9.530560027
9.503944134
9.477381105
9.450807427
9.424159589
9.397374079
9.370387387
9.343136
9.315633932
9.288205293
9.261251721
9.235174851
9.210376319
9.187257762
9.166220815
9.147667115
9.131998298
9.119616
9.110508337
9.103009348
9.095039553
9.08451947
9.069369618
9.047510517
9.016862685
8.975346643
8.920882908
8.851392
8.765521616
8.664828161
8.551595219
8.428106374
8.296645208
8.159495306
8.018940251
7.877263626
7.736749014
7.59968
7.468080176
7.342933176
7.224962643
7.114892219
7.013445549
6.921346274
6.839318039
6.768084486
6.708369259
6.660896
6.626030576
6.602707743
6.589504482
6.584997774
6.587764597
6.596381933
6.609426761
6.625476061
6.643106814
6.660896
6.677681169
6.693342156
6.708019364
6.721853198
6.734984063
6.747552363
6.759698502
6.771562885
6.783285916
6.795008
6.806855595
6.818899378
6.831196078
6.843802425
6.856775151
6.870170984
6.884046656
6.898458895
6.913464433
6.92912
6.945501058
6.962757997
6.981059941
7.000576012
7.021475334
7.043927029
7.06810022
7.09416403
7.122287583
7.15264
7.18541883
7.220935323
7.259529152
7.301539991
7.347307515
7.397171398
7.451471313
7.510546936
7.57473794
7.644384
7.719647652
7.799982887
7.884666556
7.972975512
8.064186607
8.157576693
8.252422623
8.348001249
8.443589424
8.538464
8.632045504
8.724329161
8.815453872
8.905558538
8.994782059
9.083263335
9.171141267
9.258554754
9.345642699
9.432544
9.519223517
9.604949941
9.688817923
9.769922112
9.847357158
9.920217712
9.987598423
10.04859394
10.10229892
10.147808
10.18450011
10.21289123
10.23378164
10.24797157
10.25626131
10.2594511
10.2583412
10.25373188
10.24642339
10.237216
10.22684101
10.21575392
10.20434129
10.19298967
10.18208561
10.17201566
10.16316637
10.1559243
10.15067599
10.147808
10.1474749
10.14890332
10.15108792
10.15302335
10.15370426
10.15212532
10.14728116
10.13816646
10.12377585
10.103104
10.07533777
