Transient_speed_meters_per_second
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.229168347
2.26009131
2.291059289
2.322116089
2.35330823
2.383593945
2.409856621
2.436287012
2.4629071
2.489763963
2.516885567
2.544285095
2.57197188
2.59995361
2.628236949
2.656531258
2.679354487
2.70242579
2.725741518
2.749297397
2.773089726
2.797115437
2.821372021
2.845857468
2.87057032
2.895511831
2.914446655
2.933211756
2.952147804
2.971251871
2.990519649
3.009944576
3.029507803
3.049196907
3.069007997
3.088939161
3.105239016
3.12161372
3.138080782
3.154637616
3.171282111
3.188012626
3.204827926
3.221727114
3.238709573
3.255676127
3.271544356
3.287488738
3.303508604
3.319603368
3.335772618
3.352016099
3.368333692
3.38472539
3.401191276
3.417744824
3.434453929
3.451238306
3.468098308
3.485034326
3.502046772
3.519136077
3.536302684
3.55354705
3.570869639
3.587835682
3.602788557
3.617808858
3.632895669
3.648048111
3.663265471
3.678547201
3.693892885
3.709302225
3.724775016
3.739338307
3.749973014
3.760649857
3.771367072
3.782122998
3.792916226
3.803745583
3.814610093
3.825508948
3.836441483
3.846177569
3.85245263
3.858745525
3.865055106
3.871380317
3.87772026
3.884074178
3.890441432
3.896821488
3.903213891
3.908533876
3.912154216
3.915780733
3.919412973
3.923050524
3.92669304
3.930340223
3.933991825
3.937647633
3.941307469
3.9428928
3.9428928
3.9428928
3.9428928
3.9428928
3.9428928
3.9428928
3.9428928
3.9428928
3.9428928
3.94070403
3.937944933
3.935185863
3.932427141
3.929669046
3.926911813
3.924155644
3.921400709
3.918647155
3.915775555
3.911149383
3.906526192
3.901906378
3.897290318
3.892678332
3.888070694
3.883467636
3.878869353
3.874276011
3.87000946
3.866304726
3.862604202
3.858907853
3.855215639
3.851527528
3.847843491
3.844163503
3.840487543
3.836815595
3.833746453
3.83097596
3.828208387
3.825443644
3.822681654
3.819922349
3.817165673
3.814411576
3.811660018
3.808910962
3.806145888
3.803382357
3.800621268
3.797862603
3.795106346
3.792352484
3.789601003
3.786851892
3.784105143
3.781154903
3.777468442
3.773785189
3.77010525
3.766428724
3.762755698
3.759086242
3.755420417
3.751758272
3.748099849
3.744650172
3.741426934
3.73820702
3.734990399
3.731777043
3.728566927
3.725360029
3.722156329
3.71895581
3.715758458
3.711527825
3.706922306
3.702321539
3.697725729
3.693135053
3.688549665
3.683969691
3.679395236
3.674826383
3.670263198
3.66565068
3.661043213
3.656441635
3.651845987
3.6472563
3.642672603
3.638094915
3.633523255
3.628957636
3.624272716
3.619198569
3.614131229
3.609070783
3.60401731
3.598970879
3.593931548
3.588899361
3.58387436
3.578856574
3.57495617
3.572197982
3.569443647
3.566692974
3.56394579
3.561201939
3.558461278
3.555723689
3.552989068
3.550257328
3.5494976
3.5494976
3.5494976
3.5494976
3.5494976
3.5494976
3.5494976
3.5494976
3.5494976
3.5494976
3.543751851
3.537343788
3.530939124
3.524539256
3.518145642
3.511759468
3.505381658
3.499012932
3.492653842
3.485253525
3.467955793
3.450732271
3.433582973
3.416508319
3.399508823
3.382584921
3.36573697
3.348965257
3.332270003
3.310659097
3.280077252
3.249745475
3.219660885
3.189822993
3.160231537
3.130886187
3.101786509
3.072931967
3.044321925
3.001819071
2.953471159
2.905806718
2.858816897
2.8124962
2.766839414
2.72184114
2.677495747
2.633797433
2.58794594
2.527594081
2.468479904
2.410576689
2.353865111
2.298328281
2.243949714
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.256443505
2.303274867
2.350197593
2.397321683
2.444702014
2.490227334
