High_speed_meters_per_second
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.244062147
2.272483795
2.300944969
2.329486433
2.358146442
2.386956822
2.415933585
2.445089328
2.473241527
2.499659668
2.526315549
2.553235078
2.580428933
2.607904381
2.6356676
2.663723973
2.692078219
2.720734517
2.749314104
2.777386667
2.80575747
2.834427394
2.863397199
2.892667717
2.922239883
2.952114739
2.982293443
3.012777265
3.042810702
3.071028359
3.099531686
3.128323104
3.157403387
3.186771997
3.216427374
3.246367169
3.276588458
3.307086738
3.337512435
3.367125776
3.396978836
3.427071538
3.457404292
3.487977945
3.518793734
3.549853227
3.581158263
3.612710903
3.641795596
3.658314846
3.674960582
3.691725228
3.708601486
3.725583204
3.742665294
3.759843568
3.777114593
3.79447557
3.811632134
3.827537271
3.843518482
3.859573859
3.875701753
3.891900826
3.908170007
3.924508453
3.940915508
3.957390675
3.973765972
3.989716349
4.005731176
4.021810035
4.03795259
4.054158605
4.070427927
4.08676047
4.103156211
4.119615173
4.134627174
4.146648333
4.158714335
4.170823572
4.182974595
4.195166191
4.207397352
4.219667248
4.231975194
4.244320631
4.255600784
4.265462293
4.275352071
4.285269169
4.295212756
4.305182134
4.315176725
4.325196046
4.335239698
4.34530735
4.354267478
4.362374676
4.37050012
4.378643216
4.386803447
4.394980381
4.403173657
4.411382971
4.419608071
4.427848749
4.433742633
4.438723683
4.443713333
4.448711058
4.453716408
4.458729
4.463748511
4.468774668
4.473807241
4.478846032
4.473541076
4.467103895
4.460662062
4.454217747
4.447772811
4.441328834
4.434887154
4.428448905
4.42201505
4.413846539
4.397874643
4.381947523
4.366066486
4.350232952
4.334448097
4.318712862
4.303028001
4.287394123
4.271811716
4.251192093
4.226456815
4.201849016
4.17736864
4.153016022
4.128791446
4.104695127
4.080727209
4.056887776
4.03317686
4.003465255
3.973716755
3.944168769
3.914820925
3.885672954
3.856724534
3.827975284
3.799424763
3.771072482
3.741981692
3.711890975
3.682025621
3.652384622
3.622967158
3.593772384
3.564799409
3.536047303
3.507515095
3.479201779
3.446924054
3.414736555
3.382830375
3.351203863
3.319855523
3.288783838
3.257987252
3.227464183
3.19721303
3.165707504
3.133125466
3.100859878
3.06890823
3.037268372
