Cruise_speed_meters_per_second
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.222
2.225611112
2.232109205
2.238607835
2.244586374
2.25046715
2.256353878
2.262247852
2.268150165
2.274061748
2.279983395
2.28591579
2.291859517
2.297809968
2.302743027
2.307686452
2.31264028
2.317604478
2.322579005
2.327563827
2.332558918
2.33756426
2.342579842
2.347535335
2.352022861
2.356519459
2.361025021
2.365539429
2.370062581
2.374594393
2.379134793
2.383683727
2.388241148
2.392674606
2.396718978
2.400770727
2.404829739
2.408895897
2.412969102
2.41704927
2.421136332
2.425230231
2.429330921
2.433413082
2.43745974
2.441512979
2.445572769
2.449639083
2.4537119
2.457791205
2.461876985
2.465969233
2.470067942
2.474582184
2.479517545
2.484460807
2.489412168
2.494371827
2.499339959
2.504316716
2.509302233
2.514296625
2.519299994
2.52345581
2.527046757
2.53064409
2.534247607
2.537857112
2.541472436
2.545093436
2.548719991
2.552351999
2.555989377
2.559596451
2.563193699
2.566796057
2.570403477
2.574015919
2.577633348
2.581255738
2.584883067
2.588515316
2.592152471
2.594662915
2.596916786
2.59917352
2.601432968
2.603694993
2.605959478
2.60822632
2.610495437
2.612766755
2.615040213
2.618138039
2.621294199
2.624453293
2.627615408
2.630780623
2.63394901
2.637120629
2.640295531
2.643473764
2.646678306
2.650272505
2.653870601
2.657472688
2.661078856
2.66468919
2.66830376
2.671922631
2.675545855
2.67917348
2.683074321
2.688439134
2.693810791
2.699189735
2.70457642
2.70997125
2.715374575
2.720786697
2.72620788
2.731638354
2.737344183
2.744007773
2.75068354
2.757371995
2.764073633
2.770788896
2.777518162
2.784261761
2.791019978
2.79779306
2.80475314
2.812269581
2.819803205
2.827354407
2.834923563
2.842511009
2.850117039
2.85774191
2.86538585
2.87304906
2.88098862
2.889793794
2.898621757
2.907473054
2.916348216
2.92524771
2.93417194
2.943121256
2.952095964
2.96109633
2.970239476
2.979887287
2.989563237
2.999267738
3.00900119
3.01876395
3.028556333
3.038378619
3.04823106
3.05811388
3.068100542
3.078591277
3.089114765
3.099671404
3.110261583
3.120885657
3.131543944
3.142236729
3.152964273
3.163726814
3.174527999
3.185429897
3.196367644
3.207341447
3.21835151
3.229398023
3.240481167
3.251601123
3.262758067
3.273952177
3.28518363
3.296094454
3.307022917
3.317987783
3.32898906
