WLTC_speed_meters_per_second
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.000593809
0.002285219
0.00531057
0.010022187
0.016772392
0.02591351
0.037797864
0.052777777
0.071221895
0.093564156
0.120254821
0.15174415
0.188482403
0.230919841
0.279506725
0.334693314
0.39692987
0.466666652
0.544186651
0.629103772
0.720864649
0.818915917
0.922704212
1.031676167
1.145278417
1.262957597
1.384160342
1.508333286
1.634873047
1.762976176
1.891789209
2.020458679
2.148131122
2.273953072
2.397071064
2.516631632
2.63178131
2.741666635
2.845723699
2.944546837
3.03901994
3.130026901
3.218451612
3.305177967
3.391089858
3.477071177
3.564005818
3.652777672
3.744137411
3.83830282
3.935358463
4.035388903
4.138478705
4.244712431
4.354174647
4.466949915
4.583122799
4.702777863
4.825923552
4.952263832
5.081426553
5.213039561
5.346730705
5.482127833
5.618858792
5.756551432
5.894833599
6.033333143
6.1715545
6.308508464
6.443082419
6.574163749
6.700639836
6.821398065
6.935325819
7.041310481
7.138239435
7.225000064
7.300838402
7.366435079
7.422829377
7.471060575
7.512167956
7.547190799
7.577168386
7.603139996
7.626144912
7.647222413
7.667231149
7.686307244
7.704406189
7.721483478
7.737494602
7.752395053
7.766140325
7.778685908
7.789987295
7.799999979
7.808709995
7.816225554
7.82268541
7.828228317
7.832993029
7.837118301
7.840742886
7.844005539
7.847045013
7.850000064
7.852976234
7.855946223
7.858849519
7.861625612
7.86421399
7.866554142
7.868585557
7.870247723
7.87148013
7.872222265
7.872515919
7.872812082
7.873664046
7.875625102
7.879248543
7.885087659
7.893695742
7.905626083
7.921431975
7.941666709
7.966646474
7.995739051
8.02807512
8.06278536
8.099000449
8.135851068
8.172467894
8.207981608
8.241522888
8.272222413
8.299426414
8.323343329
8.344397146
8.363011854
8.379611441
8.394619897
8.40846121
8.421559369
8.434338363
8.44722218
8.460762484
8.476021639
8.494189679
8.516456644
8.544012571
8.578047496
8.619751456
8.67031449
8.730926634
8.802777926
8.886573817
8.981081419
9.084583256
9.195361856
9.311699742
9.431879441
9.554183479
9.676894381
9.798294672
9.916666879
10.03060697
10.1399647
10.24490326
10.34558584
10.44217564
10.53483586
10.62372968
10.7090203
10.79087093
10.86944474
10.94487741
11.0171945
11.08639403
11.15247402
11.21543251
11.27526753
11.3319771
11.38555924
11.43601199
11.48333338
11.52755421
11.56883639
11.60737464
11.64336365
11.67699813
11.70847276
11.73798226
11.76572132
11.79188464
11.81666692
11.84024816
11.86274957
11.88427763
11.90493884
11.92483971
11.94408672
11.96278638
11.98104518
11.99896962
12.0166662
12.03422299
12.05165441
12.06895644
12.08612506
12.10315628
12.12004607
12.13679044
12.15338535
12.16982681
12.18611081
12.20221892
12.21807509
12.23358887
12.24866979
12.2632274
12.27717124
12.29041085
12.30285577
12.31441554
12.3249997
12.33453274
12.34299889
12.35039735
12.35672729
12.36198791
12.36617838
12.36929788
12.37134561
12.37232075
12.37222248
12.37101018
12.36848404
12.36440444
12.35853176
12.35062637
12.34044867
12.32775903
12.31231784
12.29388547
12.27222231
12.24711633
12.21846591
12.18619698
12.15023553
12.1105075
12.06693885
12.01945554
11.96798354
11.91244879
11.85277727
11.78897156
11.72134082
11.65027084
11.5761474
11.49935629
11.42028331
11.33931424
11.25683487
11.17323098
11.08888838
11.00417258
10.91936807
10.83473907
10.75054979
10.66706447
10.58454731
10.50326254
10.42347438
10.34544706
10.26944478
10.1956584
10.12398528
10.05424941
9.98627477
9.919885348
9.854905131
9.791158108
9.728468264
9.666659587
9.605556064
9.544945433
9.484470441
9.423737587
9.362353368
9.299924284
9.236056834
9.170357515
9.102432826
9.031889266
8.958333333
8.881451003
8.801246157
8.717802154
8.631202353
8.541530113
8.448868792
8.353301748
8.254912342
8.15378393
8.049999873
7.943728535
7.835478309
7.725842595
7.615414793
7.504788301
7.394556519
7.285312848
7.177650685
7.072163432
6.969444487
6.870023301
6.774173531
6.682104884
6.594027066
6.510149785
6.430682749
6.355835665
