US06_speed_meters_per_second
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.003218086
0.007470797
0.012846975
0.019435462
0.0273251
0.036604729
0.047363192
0.05968933
0.073671986
0.0894
0.106912895
0.126052911
0.146612971
0.168385996
0.191164906
0.214742624
0.238912071
0.263466169
0.288197838
0.3129
0.337344535
0.361219158
0.38419054
0.405925355
0.426090275
0.444351973
0.460377122
0.473832395
0.484384463
0.4917
0.495892064
0.498859258
0.502946569
0.510498985
0.523861493
0.545379082
0.57739674
0.622259453
0.682312211
0.7599
0.857033707
0.97438781
1.112302684
1.271118706
1.451176252
1.652815698
1.87637742
2.122201793
2.390629195
2.682
2.995935407
3.329179903
3.677758794
4.03769739
4.405020998
4.775754926
5.145924482
5.511554974
5.868671711
6.2133
6.542530363
6.857714179
7.161268039
7.455608534
7.743152257
8.0263158
8.307515753
8.58916871
8.873691262
9.1635
9.459615439
9.757473781
10.05111515
10.33457967
10.60190747
10.84713868
11.06431341
11.24747179
11.39065394
11.4879
11.53580238
11.5411627
11.51333486
11.46167277
11.39553035
11.3242615
11.25722013
11.20376015
11.17323547
11.175
11.21607604
11.29415943
11.40461442
11.54280525
11.70409614
11.88385134
12.07743509
12.28021163
12.48754518
12.6948
12.89803527
13.09608997
13.28849805
13.47479344
13.65451009
13.82718193
13.9923429
14.14952695
14.298268
14.4381
14.5687792
14.69095109
14.80548348
14.91324418
15.015101
15.11192173
15.20457419
15.29392619
15.38084552
15.4662
15.55074834
15.63481286
15.71860681
15.80234342
15.88623592
15.97049754
16.05534153
16.14098111
16.22762952
16.3155
16.40466225
16.49461185
16.58470086
16.67428134
16.76270534
16.8493249
16.9334921
17.01455898
17.09187759
17.1648
17.23300387
17.29746933
17.35950213
17.42040802
17.48149274
17.54406204
17.60942167
17.67887738
17.7537349
17.8353
17.92443468
18.02022603
18.12131741
18.22635219
18.3339737
18.44282532
18.55155041
18.65879231
18.76319439
18.8634
18.95829492
19.04773455
19.13181671
19.21063924
19.28429995
19.35289666
19.4165272
19.47528939
19.52928105
19.5786
19.62326516
19.66297979
19.69736823
19.72605486
19.74866401
19.76482004
19.7741473
19.77627014
19.77081293
19.7574
19.73595245
19.70757831
19.67368235
19.63566933
19.59494403
19.5529112
19.51097561
19.47054204
19.43301525
19.3998
19.37172943
19.34735016
19.32463716
19.30156541
19.27610989
19.24624558
19.20994745
19.1651905
19.10994969
19.0422
18.96069931
18.86733704
18.76478551
18.65571703
18.54280392
18.4287185
18.31613308
18.20771998
18.10615151
18.0141
17.93355523
17.86377688
17.80334211
17.75082808
17.70481194
17.66387084
17.62658194
17.5915224
17.55726936
17.5224
17.48582948
17.44782503
17.40899194
17.36993545
17.33126084
17.29357336
17.25747827
17.22358084
17.19248633
17.1648
17.14108337
17.12172298
17.10706163
17.0974421
17.09320721
17.09469974
17.10226248
17.11623825
17.13696982
17.1648
17.19968504
17.24003504
17.28387355
17.32922413
17.37411033
17.4165557
17.4545838
17.48621818
17.50948239
17.5224
17.52369046
17.51485685
17.49809816
17.47561337
17.44960148
17.42226148
17.39579234
17.37239305
17.35426261
17.3436
17.34181633
17.34717116
17.35713622
17.36918317
17.38078374
17.3894096
17.39253246
17.38762402
17.37215597
17.3436
17.29996134
17.24137929
17.16852668
17.08207633
16.98270107
16.87107372
16.74786712
16.61375408
16.46940743
16.3155
16.15274411
15.98201007
15.80420766
15.6202467
15.43103699
15.23748831
15.04051047
14.84101328
14.63990652
14.4381
14.23625901
14.03407084
13.83097826
13.62642405
13.41985099
13.21070184
12.99841939
12.78244642
12.56222569
12.3372
12.10708013
11.87264896
11.63495738
11.39505628
11.15399657
10.91282913
10.67260486
10.43437465
10.1991894
9.9681
9.741776769
9.51936773
9.29964033
9.081362016
8.863300236
8.644222437
8.422896067
8.198088572
7.968567401
7.7331
7.490814095
7.242278524
6.988422405
6.730174853
6.468464986
6.20422192
5.938374772
5.671852658
5.405584695
5.1405
4.877361151
4.616264573
4.357140151
4.099917771
3.84452732
3.590898683
3.338961747
3.088646397
2.839882519
2.5926
2.347079301
2.105003185
1.868404993
1.639318063
1.419775735
1.211811348
1.017458242
0.838749755
0.677719228
0.5364
0.416170746
0.315791486
