HWFET_speed_meters_per_second
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.048888172
0.109540036
0.180920859
0.261995911
0.351730458
0.449089769
0.553039111
0.662543751
0.776568958
0.89408
1.01419937
1.136678464
1.261425905
1.388350316
1.517360319
1.648364537
1.781271591
1.915990105
2.0524287
2.190496
2.330081006
2.470994236
2.613026591
2.755968967
2.899612264
3.043747379
3.188165212
3.332656661
3.477012624
3.621024
3.764537056
3.907619534
4.050394548
4.192985208
4.335514626
4.478105914
4.620882183
4.763966546
4.907482115
5.051552
5.196231571
5.341305226
5.486489618
5.631501402
5.776057234
5.919873766
6.062667655
6.204155554
6.344054117
6.48208
6.617986643
6.751674635
6.883081348
7.012144159
7.138800439
7.262987565
7.38464291
7.503703847
7.620107753
7.733792
7.844748671
7.953188683
8.05937766
8.163581228
8.266065009
8.36709463
8.466935715
8.565853888
8.664114775
8.761984
8.859695087
8.95735316
9.055031242
9.152802355
9.250739524
9.348915771
9.447404119
9.546277591
9.64560921
9.745472
9.845878564
9.946599829
10.0473463
10.14782849
10.24775689
10.34684203
10.4447944
10.54132452
10.63614288
10.72896
10.81953664
10.9078346
10.99386592
11.07764267
11.1591769
11.23848065
11.31556598
11.39044495
11.4631296
11.533632
11.60195769
11.66808623
11.73199068
11.79364409
11.85301952
11.91009003
11.96482868
12.01720852
12.0672026
12.114784
12.15999091
12.20312212
12.24454158
12.28461324
12.32370103
12.3621689
12.40038078
12.43870064
12.47749239
12.51712
12.55787212
12.59973633
12.64262491
12.68645016
12.73112437
12.77655982
12.82266882
12.86936366
12.91655662
12.96416
13.01205382
13.05998901
13.10768425
13.15485819
13.20122951
13.24651687
13.29043893
13.33271436
13.37306183
13.4112
13.44696249
13.48064272
13.51264907
13.54338991
13.5732736
13.60270852
13.63210305
13.66186556
13.69240442
13.724128
13.75733007
13.79184598
13.82739646
13.86370225
13.9004841
13.93746273
13.9743589
14.01089335
14.0467868
14.08176
14.11560894
14.14843059
14.18039717
14.21168091
14.24245402
14.27288873
14.30315726
14.33343184
14.36388468
14.394688
14.42596176
14.45761683
14.4895118
14.52150526
14.55345583
14.58522208
14.61666263
14.64763607
14.67800099
14.707616
14.73638411
14.76438607
14.79174704
14.81859219
14.84504667
14.87123567
14.89728433
14.92331783
14.94946133
14.97584
15.00254297
15.02951523
15.05666576
15.08390352
15.11113748
15.1382766
15.16522984
15.19190618
15.21821458
15.244064
15.26937371
15.29410416
15.31822609
15.34171026
15.36452741
15.38664828
15.40804363
15.4286842
15.44854074
15.467584
15.48577957
15.50307241
15.51940237
15.53470925
15.54893288
15.56201308
15.57388967
15.58450248
15.59379131
15.601696
15.60825609
15.61391005
15.61919607
15.62465234
15.63081706
15.63822841
15.64742458
15.65894378
15.67332419
15.691104
15.71260646
15.73729505
15.7644183
15.79322474
15.82296289
15.85288129
15.88222847
15.91025297
15.9362033
15.959328
15.9790545
15.99552579
16.00906377
16.01999034
16.02862738
16.03529679
16.04032047
16.0440203
16.04671818
16.048736
16.05029737
16.05123269
16.05127409
16.05015368
16.04760359
16.04335593
16.03714282
16.02869638
16.01774874
16.004032
15.98740317
15.96821878
15.94696023
15.92410893
15.90014628
15.87555368
15.85081255
15.82640429
15.8028103
15.780512
15.75985778
15.74066402
15.7226141
15.70539141
15.68867931
15.67216119
15.65552042
15.63844038
15.62060445
15.601696
15.58153733
15.56050639
15.53912002
15.5178951
15.49734848
15.47799703
15.46035759
15.44494703
15.43228222
15.42288
15.41710282
15.4146954
15.41524804
15.41835106
15.42359476
15.43056943
15.43886539
15.44807293
15.45778237
15.467584
15.47714459
15.4864367
15.49550937
15.50441162
15.51319249
15.521901
15.53058618
15.53929705
15.54808265
15.556992
15.56610156
15.57559748
15.58569336
15.59660276
15.60853928
15.62171649
15.63634799
15.65264735
15.67082816
15.691104
15.7135917
15.73802111
15.7640253
15.79123737
15.81929039
15.84781747
15.87645168
15.90482612
15.93257386
15.959328
15.98476827
16.00876097
16.03121905
16.05205546
16.07118315
16.08851506
16.10396416
16.11744338
16.12886568
16.138144
16.14528029
16.15063244
16.15464735
16.15777191
16.16045302
16.16313757
16.16627245
16.17030455
16.17568077
16.182848
16.19211875
16.203268
16.21593636
16.22976441
16.24439277
16.25946202
16.27461277
16.28948562
16.30372116
16.31696
16.32893364
16.33973721
